result_id,analysis_set,aggregation,endpoint,clinical_definition,evaluation_design,model_family,manifest_model_name,model_key,fusion_type,feature_model,join_key,n_prediction_files,removed_current_event_rows,roc_auc,auprc,accuracy,balanced_accuracy,sensitivity,specificity,ppv,npv,tp,fp,tn,fn,progressors_detected,progressors_missed,false_positives_per_detected_progressor,brier_score,ece,sensitivity_at_90_specificity,threshold_at_90_specificity,sensitivity_at_95_specificity,threshold_at_95_specificity,specificity_at_90_sensitivity,threshold_at_90_sensitivity,specificity_at_95_sensitivity,threshold_at_95_sensitivity,threshold_used,n_units,n_patients,n_positive_patients,n_negative_patients,auprc_ci_high,auprc_ci_low,npv_ci_high,npv_ci_low,ppv_ci_high,ppv_ci_low,roc_auc_ci_high,roc_auc_ci_low,sensitivity_ci_high,sensitivity_ci_low,specificity_ci_high,specificity_ci_low
lgd2_cnv_core,all_samples,patient_max,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,CNV-only,cnv_random_forest,model_name=cnv_random_forest; cnv_variant=windows_armdiff_plus_arms_plus_cx; cnv_mask_name=none,none,cnv_anchor,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.7767272727272727,0.6602837084144628,0.7419354838709677,0.6527272727272727,0.34545454545454546,0.96,0.8260869565217391,0.7272727272727273,19,4,96,36,19,36,0.21052631578947367,0.18960061655875352,0.11748344562771583,0.45454545454545453,0.4598624206641796,0.34545454545454546,0.4924841792180284,0.38,0.2975,0.19,0.223035304018778,0.5,155,155,55,100,0.7933969029482494,0.5400811872221831,0.8024075115610548,0.6450262467191601,0.9851562499999993,0.6738636363636363,0.850220350633749,0.6959793841071682,0.484375,0.21911204268292683,0.9956018518518516,0.9207920792079208
lgd2_cnv_core,all_samples,patient_mean,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,CNV-only,cnv_random_forest,model_name=cnv_random_forest; cnv_variant=windows_armdiff_plus_arms_plus_cx; cnv_mask_name=none,none,cnv_anchor,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.7549090909090909,0.6781959812161455,0.6580645161290323,0.5181818181818182,0.03636363636363636,1.0,1.0,0.6535947712418301,2,0,100,53,2,53,0.0,0.20444826229106683,0.10343967577879633,0.41818181818181815,0.344125,0.3090909090909091,0.3749785196950069,0.4,0.205,0.29,0.17192083332927574,0.5,155,155,55,100,0.788996233749795,0.5555634666273338,0.7288427033492823,0.58,1.0,1.0,0.8309482563722473,0.6656028990427049,0.09259259259259259,0.0,1.0,1.0
lgd2_cnv_core,all_samples,biopsy_max,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,CNV-only,cnv_random_forest,model_name=cnv_random_forest; cnv_variant=windows_armdiff_plus_arms_plus_cx; cnv_mask_name=none,none,cnv_anchor,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.7071951287637562,0.3890320592110229,0.7704194260485652,0.5597452656276186,0.17647058823529413,0.9430199430199431,0.47368421052631576,0.7975903614457831,18,20,331,84,18,84,1.1111111111111112,0.16438603096596624,0.08227204012222859,0.30392156862745096,0.45125,0.1568627450980392,0.5126307200862766,0.33618233618233617,0.22875,0.23646723646723647,0.1882832279517914,0.5,453,155,55,100,,,,,,,,,,,,
lgd2_cnv_core,all_samples,biopsy_mean,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,CNV-only,cnv_random_forest,model_name=cnv_random_forest; cnv_variant=windows_armdiff_plus_arms_plus_cx; cnv_mask_name=none,none,cnv_anchor,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.7150159208982738,0.3924454979283069,0.7770419426048565,0.5327216356628122,0.08823529411764706,0.9772079772079773,0.5294117647058824,0.786697247706422,9,8,343,93,9,93,0.8888888888888888,0.16036823937832786,0.06278331615735956,0.3333333333333333,0.39459977139720565,0.11764705882352941,0.4629867901006227,0.2535612535612536,0.175,0.17094017094017094,0.1522426587953451,0.5,453,155,55,100,,,,,,,,,,,,
lgd2_cnv_core,all_samples,sample,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,CNV-only,cnv_random_forest,model_name=cnv_random_forest; cnv_variant=windows_armdiff_plus_arms_plus_cx; cnv_mask_name=none,none,cnv_anchor,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.6867001738539366,0.42026982137665664,0.7497231450719822,0.5324244127527744,0.09734513274336283,0.9675036927621861,0.5,0.7625145518044237,22,22,655,204,22,204,1.0,0.17246602277508005,0.05493449543319049,0.3274336283185841,0.395,0.13716814159292035,0.4725529326641288,0.17725258493353027,0.1371333713289617,0.07533234859675036,0.1045389575185256,0.5,903,155,55,100,,,,,,,,,,,,
lgd2_image_gigapath,all_samples,patient_max,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,histology-only,set_transformer_lite,model_name=set_transformer_lite,none,gigapath,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.8294545454545454,0.7290733699066837,0.6967741935483871,0.7404545454545455,0.8909090909090909,0.59,0.5444444444444444,0.9076923076923077,49,41,59,6,49,6,0.8367346938775511,0.2191962518799012,0.219662046160609,0.5454545454545454,0.8505200743675232,0.41818181818181815,0.8892827033996582,0.58,0.4918621182441711,0.45,0.3638071715831756,0.5,155,155,55,100,0.8397220833089944,0.5903096126011383,0.971830985915493,0.8307692307692308,0.6559139784946236,0.4388937282229965,0.8962471812157866,0.7553628995118357,0.9666666666666667,0.7960978835978836,0.6917128987517336,0.49045479302832246
lgd2_image_gigapath,all_samples,patient_mean,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,histology-only,set_transformer_lite,model_name=set_transformer_lite,none,gigapath,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.734909090909091,0.5708008680412349,0.6838709677419355,0.6527272727272727,0.5454545454545454,0.76,0.5555555555555556,0.7524752475247525,30,24,76,25,30,25,0.8,0.21327701707886562,0.14156792625231573,0.2545454545454545,0.7722449728420803,0.2,0.8254406452178955,0.45,0.2168173752725124,0.34,0.16096690333344868,0.5,155,155,55,100,0.6997682600143293,0.445423457483423,0.835885989010989,0.6699490291262137,0.6973130053908355,0.4255840163934426,0.810679702316145,0.6489145257654967,0.6727120535714285,0.4132183908045977,0.8486851332398316,0.6734740802675585
lgd2_image_gigapath,all_samples,biopsy_max,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,histology-only,set_transformer_lite,model_name=set_transformer_lite,none,gigapath,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.7181721691525613,0.40770330119776144,0.6512141280353201,0.6706049941344059,0.7058823529411765,0.6353276353276354,0.36,0.8814229249011858,72,128,223,30,72,30,1.7777777777777777,0.2447120682912643,0.2271453359767704,0.29411764705882354,0.8611780405044556,0.13725490196078433,0.8928878307342529,0.4017094017094017,0.2035393267869949,0.245014245014245,0.1226289048790931,0.5,453,155,55,100,,,,,,,,,,,,
lgd2_image_gigapath,all_samples,biopsy_mean,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,histology-only,set_transformer_lite,model_name=set_transformer_lite,none,gigapath,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.6977822468018546,0.37383343463258734,0.6688741721854304,0.6367940338528575,0.5784313725490197,0.6951566951566952,0.35542168674698793,0.8501742160278746,59,107,244,43,59,43,1.8135593220338984,0.22680818276163864,0.18755856942037938,0.28431372549019607,0.8294304013252258,0.13725490196078433,0.8818218111991882,0.2934472934472934,0.1316506564617157,0.19658119658119658,0.09121401235461231,0.5,453,155,55,100,,,,,,,,,,,,
lgd2_image_gigapath,all_samples,sample,NextBiopsyProgression_LGD2plus,HGD/IMC/OAC or two consecutive LGD biopsies,5-fold patient-disjoint CV,histology-only,set_transformer_lite,model_name=set_transformer_lite,none,gigapath,prediction.patient_id; sample_id->basename(CNVAbsPath) for timing/biopsy,5,0,0.6818342243892237,0.406197941713732,0.6655592469545958,0.6413641651743114,0.5929203539823009,0.689807976366322,0.38953488372093026,0.8354203935599285,134,210,467,92,134,92,1.5671641791044777,0.23518406601904837,0.19117199213827774,0.27876106194690264,0.8480184078216553,0.15486725663716813,0.8830878734588623,0.15657311669128507,0.0560599379241466,0.09748892171344166,0.0174035467207431,0.5,903,155,55,100,,,,,,,,,,,,
